Verkiezing;;Gemeenteraad Breda 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente Breda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadhuis;Stembureau Zero-Point;Stembureau De Rooi Pannen;Stembureau Kerk van de Nazarener;Stembureau Basisschool De Singel;Stembureau Stadskantoor Gemeente Breda;Stembureau De Stilte;Stembureau Mezz;Stembureau Gymzaal Archimedesstraat;Stembureau Rudolf Steiner School;Stembureau Wijkcentrum Balieweide;Stembureau Leger des Heils;Stembureau Vrijwillig&Co;Stembureau Gymzaal BS Het Noorderlicht;Stembureau Curio Prinsentuin College;Stembureau Kindcentrum de Wisselaar;Stembureau Gemeenschapshuis De Biesdonk;Stembureau Curio Terheijdenseweg;Stembureau Belcrumhuis;Stembureau Podium Bloos;Stembureau NS Station Breda;Stembureau Gymzaal Elandstraat;Stembureau Michaëlkerk;Stembureau Poelewei;Stembureau Breda University of Applied Sciences;Stembureau Wijkcentrum 't Houwke;Stembureau Voormalig ABN AMRO gebouw;Stembureau OBS De Tweesprong;Stembureau Avans Hogeschool;Stembureau Sacramentskerk;Stembureau Buurthuis Toma;Stembureau Amphia Ziekenhuis Molengracht;Stembureau Gemeenschapshuis Mariëndal;Stembureau Dr. de Visserschool;Stembureau Clubhuis de Toss;Stembureau Careflex Zorgcampus;Stembureau Nieuwe Veste Bibliotheek Zuid;Stembureau Gymzaal Stoutenburgstraat;Stembureau Basisschool Laurentius;Stembureau Tennisvereniging De IJpelaar;Stembureau Scouting De Mokkenboom;Stembureau KBS Petrus en Paulus - gymzaal;Stembureau De Lichtboei;Stembureau Mencia de Mendoza Lyceum;Stembureau Hotel Mastbosch Breda;Stembureau Gymzaal Jan Nieuwenhuyzenstraat;Stembureau De Nieuwe Meidoorn;Stembureau Maczek Memorial Breda;Stembureau ANNAstede;Stembureau Incubator Breda;Stembureau Dansschool Salsa in Breda;Stembureau De Ruimte;Stembureau Huis van de Heuvel kerkgebouw;Stembureau Gemeenschapshuis Kievitslaar;Stembureau De Dobbelsteen;Stembureau SCC De Koe;Stembureau Café-Zalencentrum Het Witte Schaap;Stembureau Gemeenschapshuis Liesbosch;Stembureau Basisschool De Eerste Rith;Stembureau Drive-thru P5 NAC Stadion;Stembureau Buurthuis Gageldonk;Stembureau Tennis Vereniging Haagse Beemden;Stembureau Scouting Haagse Beemden;Stembureau Sportzaal Raaimoeren;Stembureau De Sleutel;Stembureau Sporthal Haagse Beemden;Stembureau Basisschool Burgst;Stembureau Wijkcentrum Heksenwiel;Stembureau SCC 't Kraaienest;Stembureau Gymzaal De Kroeten;Stembureau Gymzaal Twaalfbunder;Stembureau De Verbinding;Stembureau Willibrorduskerk;Stembureau Dorpshuis 't Web;Stembureau Park Zuiderhout;Stembureau Curio scala;Stembureau RKVV DIA;Stembureau Basisschool de Klokkebei;Stembureau SCC De Pekhoeve;Stembureau Dorpshuis 't Klooster;Stembureau Talentencentrum Bavel;Stembureau Sporthal De Huif;Stembureau Korenmolen De Hoop;Stembureau Stembureau parkeerterrein Kamvaren;Stembureau RK Kerk;Stembureau Het Kruispunt Prinsenbeek;Stembureau Café-Zaal 't Veehandelshuis;Stembureau Sportpark De Heikant;Stembureau De Drie Linden;Stembureau Scouting Thomas-More;Stembureau Mezz;Stembureau Gymzaal Archimedesstraat;Stembureau Gemeenschapshuis De Biesdonk;Stembureau Stadskantoor Gemeente Breda;Stembureau Breda University of Applied Sciences;Stembureau OBS De Tweesprong;Stembureau Sacramentskerk;Stembureau Gemeenschapshuis Mariëndal;Stembureau Gymzaal Stoutenburgstraat;Stembureau Scouting De Mokkenboom;Stembureau Hotel Mastbosch Breda;Stembureau De Nieuwe Meidoorn;Stembureau Huis van de Heuvel kerkgebouw;Stembureau SCC De Koe;Stembureau Sportzaal Raaimoeren;Stembureau Gymzaal Twaalfbunder;Stembureau RKVV DIA;Stembureau SCC De Pekhoeve;Stembureau Dorpshuis 't Klooster;Stembureau De Drie Linden;Stembureau Leger des Heils;Stembureau Mezz;Stembureau Gymzaal Archimedesstraat;Stembureau Gemeenschapshuis De Biesdonk;Stembureau Stadskantoor Gemeente Breda;Stembureau Breda University of Applied Sciences;Stembureau OBS De Tweesprong;Stembureau Sacramentskerk;Stembureau Gemeenschapshuis Mariëndal;Stembureau Gymzaal Stoutenburgstraat;Stembureau Scouting De Mokkenboom;Stembureau Hotel Mastbosch Breda;Stembureau De Nieuwe Meidoorn;Stembureau Huis van de Heuvel kerkgebouw;Stembureau SCC De Koe;Stembureau Sportzaal Raaimoeren;Stembureau Gymzaal Twaalfbunder;Stembureau RKVV DIA;Stembureau SCC De Pekhoeve;Stembureau Dorpshuis 't Klooster;Stembureau De Drie Linden;Stembureau Leger des Heils
;;2;Verschuren, M.M.R.F.;212;4;5;0;1;4;0;1;0;0;0;1;0;1;1;0;4;5;0;3;0;3;0;3;0;1;11;13;3;1;0;5;0;0;3;0;2;0;5;1;1;0;1;0;0;2;0;2;3;1;0;1;4;8;0;0;2;0;0;2;2;4;0;0;6;9;0;2;3;3;1;0;1;1;0;0;0;0;0;1;1;2;1;1;3;2;0;2;1;2;0;1;0;2;2;0;3;1;0;1;0;0;1;4;4;5;1;0;1;2;0;0;2;0;4;1;0;2;0;0;0;0;0;5;5;3;2;1;0;0;0;2;1
;;3;van der Bruggen, O.;71;0;0;0;0;0;1;0;1;0;0;2;2;0;1;0;2;8;0;1;1;4;0;0;0;2;0;1;0;2;1;0;1;0;0;0;0;1;4;1;0;0;3;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;3;0;0;0;2;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;3
;;4;Uijl, D.A.H.M.;65;0;0;0;0;1;1;2;2;0;0;1;2;4;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;1;1;2;2;0;1;10;5;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;2;0;0;0;0;3
;;5;Plinck, E.;46;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;6;5;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
;;6;van der Muren, E.P.;172;2;1;4;2;4;2;1;1;0;1;3;3;2;2;0;2;4;0;0;0;2;1;0;4;4;7;2;3;0;1;1;1;1;1;0;2;1;1;1;2;0;4;0;0;2;0;2;2;5;1;0;0;6;0;1;1;0;0;1;2;3;4;4;1;3;1;0;4;1;1;2;3;1;2;1;0;0;0;2;0;2;0;0;0;0;1;2;0;0;3;2;0;3;3;1;1;0;1;1;1;0;0;2;0;1;2;1;0;0;1;1;1;0;0;5;2;1;1;0;0;0;0;1;1;2;0;0;0;0;0;0;0
;;7;Maas, F.L.;28;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;2;0;0;0;0;0;3;1;0;3;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;van Dyck, J.;33;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
;;9;Fieret, M.;95;3;1;1;0;0;0;1;5;0;0;2;2;2;4;0;1;2;0;2;0;1;0;0;1;1;4;1;3;2;2;0;0;0;0;0;0;2;1;1;2;5;0;0;0;0;0;0;0;0;3;2;0;1;1;0;3;2;0;0;1;2;2;0;0;0;2;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2;2;1;1;0;1;0;0;1;0;0;0;0;1
;;10;van Raak, O.E.A.;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Maes, S.A.A.;24;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
;;12;Verheijen, M.;35;1;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;3;1;2;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Roels, M.T.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Linssen, E.T.;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Dekkers, I.C.P.;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0
;;16;Marijnissen, M.J.C.;107;0;0;0;1;3;1;1;1;0;0;6;1;1;0;0;4;4;0;1;0;0;0;1;1;0;3;0;0;0;3;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;2;1;1;2;0;0;6;0;0;1;2;1;1;0;1;0;1;0;2;0;0;2;3;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;2;2;3;0;0;1;0;1;2;0;0;1;4;1;2;0;0;1;0;2;0;0;0;1;1;1;0;0;0;0;0;0;2;2;1;2;0;0;2;1;3;1
;;17;Creemers, H.;11;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;;18;Bos, J.P.M.;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;Marijnissen, P.P.A.;35;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;3;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1
;;20;Kik, M.;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Mol-van Egmond, I.Y.;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1
;;22;Mackenbach, R.;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Jetten, R.M.J.;10;0;0;0;1;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Dubbeldam, J.E.M.;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
;;25;van Houten, N.A.C.W.;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
;;26;Helmer, R.;16;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;;27;Blom, D.;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Spapens, M.;46;2;1;1;0;0;2;0;1;0;0;2;0;1;3;0;0;2;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;2;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;0;1;0;0;1;0;0;0;0;0;1
;;29;van Nispen, M.;47;0;0;0;0;0;0;1;0;0;1;2;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;0;1;0;0;3;0;0;1;0;0;0;0;0;0;2;0;0;4;5;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Schouten, P.C.;75;4;0;0;0;0;0;2;2;2;0;1;0;0;3;0;2;1;0;1;0;1;2;0;5;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;4;0;0;0;0;0;0;0;3;0;0;1;2;0;0;3;1;0;1;0;0;0;0;1;1;0;0;0;2;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;2;0;1;0;1;0;0;2;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;2;0;1
7;50PLUS;;;2116;18;9;11;2;13;16;14;14;11;4;19;12;10;14;1;26;27;2;16;8;16;4;18;33;21;45;13;26;1;32;11;13;9;7;10;41;35;28;25;41;8;17;8;6;6;10;14;9;10;14;4;5;29;22;14;37;31;4;9;9;52;21;31;17;26;22;26;44;63;22;10;13;29;31;12;4;4;3;16;26;9;6;13;21;19;3;18;9;16;15;9;2;15;11;5;20;13;14;17;11;2;12;12;19;18;7;14;9;7;17;5;15;2;16;8;14;24;10;9;19;10;6;18;17;25;28;13;18;17;18;34;13
;;1;Jong, S.P.H.M.A.;1304;10;6;7;2;5;12;9;8;4;3;14;6;6;9;1;18;14;0;10;4;11;3;9;24;10;25;8;21;1;14;10;9;5;2;7;28;19;18;8;22;6;13;3;3;5;8;12;5;5;10;3;4;15;20;10;22;19;4;8;5;23;16;18;12;12;15;16;31;42;14;7;3;14;17;8;3;1;2;14;20;8;3;8;12;9;3;12;3;10;10;4;1;8;7;3;10;9;7;12;8;2;8;11;11;11;2;10;7;4;14;4;8;2;11;1;5;17;5;5;11;7;4;9;10;16;20;5;12;9;12;24;10
;;2;van der Ven, J.A.T.M.;89;1;0;0;0;2;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;2;1;1;3;0;0;0;3;0;1;0;1;0;1;2;0;4;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;2;0;0;0;2;1;1;1;2;1;4;2;3;0;0;2;1;2;0;1;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;2;1;1;1;0;0;1;0;0;0;2;2;1;0;0;0;1;1;0;3;0;1;0;1;0;0;2;2;0
;;3;Mesman, J.J.M.;40;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;2;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;2;0;0;0;0
;;4;Verzijl, J.M.;41;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;2;1;0;0
;;5;Krzeszewski, A.W.M.;76;0;2;0;0;0;1;0;0;0;0;1;2;0;0;0;2;0;1;3;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;0;10;1;2;1;2;0;0;2;1;0;0;1;0;2;2;0;2;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;3;3;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;3;1;0;0;2;2;0
;;6;de Jong-van Dijk, E.J.;485;5;1;4;0;5;2;4;4;4;0;4;2;2;2;0;4;10;1;3;3;0;0;4;7;10;15;3;4;0;12;1;3;2;4;3;10;10;9;10;12;2;3;4;3;1;0;0;2;1;3;1;1;11;1;2;9;6;0;0;4;14;3;9;2;6;6;4;5;11;7;2;6;12;7;2;0;1;1;1;3;1;3;4;6;7;0;4;3;6;5;3;0;3;1;2;5;2;2;2;1;0;2;1;4;3;1;3;1;3;2;1;4;0;2;2;6;6;5;1;4;1;1;4;6;5;2;3;4;5;1;5;2
;;7;Paardekam, H.A.J.;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0
;;8;de Wert, H.P.J.M.;16;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
